,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Indochinese Wren-babbler,Napothera danjoui,passeriformes,pellorneidae,napothera,"(Robinson & Kloss, 1919)",5.5 years,"2,100 metres",Decreasing,Forest,Near Threatened,Indochinese Wren-babbler,https://www.iucnredlist.org/species/103869790/94477987
0,Long-billed Wren-babbler,Napothera malacoptila,passeriformes,pellorneidae,napothera,"(Blyth, 1847)",4.4 years,"2,700 metres",Decreasing,Forest,Least Concern,"Long-billed Wren-babbler, Long-billed Wren-Babbler",https://www.iucnredlist.org/species/22735139/132185201
0,White-throated Wren-babbler,Napothera pasquieri,passeriformes,pellorneidae,napothera,"(Delacour & Jabouille, 1930)",4.4 years,"2,500 metres",Decreasing,"Forest, Shrubland",Endangered,White-throated Wren-babbler,https://www.iucnredlist.org/species/22734528/110291526
0,Sumatran Wren-babbler,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sumatran%20Wren-babbler&searchType=species
0,Indian Grass-babbler,Graminicola bengalensis,passeriformes,pellorneidae,graminicola,"Jerdon, 1863",3.6 years,,Decreasing,"Grassland, Wetlands (inland)",Near Threatened,Indian Grass-babbler,https://www.iucnredlist.org/species/103870362/131741770
0,Chinese Grass-babbler,Graminicola striatus,passeriformes,pellorneidae,graminicola,"Styan, 1892",2.58 years,900 metres,Decreasing,"Grassland, Wetlands (inland)",Near Threatened,Chinese Grass-babbler,https://www.iucnredlist.org/species/103870381/185528212
0,Brown Fulvetta,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Brown%20Fulvetta&searchType=species
0,Black-browed Fulvetta,Alcippe grotei,passeriformes,alcippeidae,alcippe,"Delacour, 1926",3.8 years,"1,200 metres",Unknown,"Forest, Shrubland",Least Concern,Black-browed Fulvetta,https://www.iucnredlist.org/species/22734608/95091781
0,Brown-cheeked Fulvetta,Alcippe poioicephala,passeriformes,alcippeidae,alcippe,"(Jerdon, 1844)",3.8 years,,Decreasing,"Forest, Shrubland",Least Concern,Brown-cheeked Fulvetta,https://www.iucnredlist.org/species/22716633/111108243
0,Nepal Fulvetta,Alcippe nipalensis,passeriformes,alcippeidae,alcippe,"(Hodgson, 1837)",3.8 years,,Decreasing,"Forest, Shrubland",Least Concern,Nepal Fulvetta,https://www.iucnredlist.org/species/22716647/131974803
0,Grey-cheeked Fulvetta,Alcippe morrisonia,passeriformes,alcippeidae,alcippe,"Swinhoe, 1863",3.8 years,,Unknown,"Forest, Shrubland",Least Concern,Grey-cheeked Fulvetta,https://www.iucnredlist.org/species/22716644/94504173
0,Mountain Fulvetta,Alcippe peracensis,passeriformes,alcippeidae,alcippe,"Sharpe, 1887",3.8 years,"2,190 metres",Decreasing,Forest,Least Concern,Mountain Fulvetta,https://www.iucnredlist.org/species/22735187/95105186
0,Javan Fulvetta,Alcippe pyrrhoptera,passeriformes,alcippeidae,alcippe,"(Bonaparte, 1850)",3.8 years,,Decreasing,Forest,Least Concern,Javan Fulvetta,https://www.iucnredlist.org/species/22716636/111108515
0,Striated Laughingthrush,Grammatoptila striata,passeriformes,leiotrichidae,grammatoptila,"(Vigors, 1831)",4.7 years,"3,060 metres",Decreasing,"Forest, Shrubland",Least Concern,Striated Laughingthrush,https://www.iucnredlist.org/species/22715620/131971224
0,Himalayan Cutia,Cutia nipalensis,passeriformes,leiotrichidae,cutia,"Hodgson, 1837",5.5 years,"2,800 metres",Stable,Forest,Least Concern,Himalayan Cutia,https://www.iucnredlist.org/species/22735167/95104413
0,Vietnamese Cutia,Cutia legalleni,passeriformes,leiotrichidae,cutia,"Robinson & Kloss, 1919",3.5 years,"2,100 metres",Decreasing,Forest,Near Threatened,Vietnamese Cutia,https://www.iucnredlist.org/species/22734578/181024976
0,Large Grey Babbler,Argya malcolmi,passeriformes,leiotrichidae,argya,"(Sykes, 1832)",8.8 years,,Stable,"Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Large Grey Babbler,https://www.iucnredlist.org/species/22716361/94492467
0,Ashy-headed Laughingthrush,Argya cinereifrons,passeriformes,leiotrichidae,argya,"(Blyth, 1851)",3.1 years,"1,200 metres",Decreasing,Forest,Vulnerable,"Ashy-fronted Babbler, Ashy-headed Laughingthrush",https://www.iucnredlist.org/species/22715586/177454762
0,Rufous Babbler,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Rufous%20Babbler&searchType=species
0,Slender-billed Babbler,Argya longirostris,passeriformes,leiotrichidae,argya,"(Moore, 1854)",8.8 years,"1,200 metres",Decreasing,Grassland,Vulnerable,Slender-billed Babbler,https://www.iucnredlist.org/species/22716358/94492115
0,White-throated Babbler,Argya gularis,passeriformes,leiotrichidae,argya,"(Blyth, 1855)",8.8 years,,Stable,"Shrubland, Artificial/Terrestrial",Least Concern,White-throated Babbler,https://www.iucnredlist.org/species/22716355/131973807
0,Jungle Babbler,Argya striata,passeriformes,leiotrichidae,argya,"(Dumont, 1823)",8.8 years,"1,525 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Jungle Babbler,https://www.iucnredlist.org/species/103871402/94493697
0,Orange-billed Babbler,Argya rufescens,passeriformes,leiotrichidae,argya,"(Blyth, 1847)",8.8 years,,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Near Threatened,Orange-billed Babbler,https://www.iucnredlist.org/species/22716406/94493904
0,Black-winged Babbler,Argya somervillei,passeriformes,leiotrichidae,argya,"(Sykes, 1832)",8.8 years,"1,525 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Black-winged Babbler,https://www.iucnredlist.org/species/103871509/113225635
0,Yellow-billed Babbler,Argya affinis,passeriformes,leiotrichidae,argya,"(Jerdon, 1845)",8.8 years,,Stable,"Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Yellow-billed Babbler,https://www.iucnredlist.org/species/22716409/94494186
0,Striated Babbler,Argya earlei,passeriformes,leiotrichidae,argya,"(Blyth, 1844)",8.8 years,,Decreasing,"Shrubland, Grassland, Wetlands (inland)",Least Concern,Striated Babbler,https://www.iucnredlist.org/species/22716352/131973605
0,Common Babbler,Argya caudata,passeriformes,leiotrichidae,argya,"(Dumont, 1823)",8.8 years,900 metres,Stable,"Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Common Babbler,https://www.iucnredlist.org/species/22716344/131973363
0,Iraq Babbler,Argya altirostris,passeriformes,leiotrichidae,argya,"(Hartert, 1909)",8.8 years,,Decreasing,"Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Iraq Babbler,https://www.iucnredlist.org/species/22716341/131973162
0,Arabian Babbler,Argya squamiceps,passeriformes,leiotrichidae,argya,"(Cretzschmar, 1827)",8.8 years,"2,800 metres",Increasing,"Shrubland, Grassland, Marine Intertidal, Artificial/Terrestrial",Least Concern,Arabian Babbler,https://www.iucnredlist.org/species/22716364/131973977
0,Fulvous Babbler,Argya fulva,passeriformes,leiotrichidae,argya,"(Desfontaines, 1789)",8.8 years,,Stable,"Shrubland, Grassland, Desert",Least Concern,"Fulvous Babbler, Fulvous Chatterer",https://www.iucnredlist.org/species/22716368/94492886
0,Rufous Chatterer,Argya rubiginosa,passeriformes,leiotrichidae,argya,"(Rüppell, 1845)",8.8 years,"2,000 metres",Stable,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Rufous Chatterer,https://www.iucnredlist.org/species/22716383/131974387
0,Scaly Chatterer,Argya aylmeri,passeriformes,leiotrichidae,argya,"Shelley, 1885",8.8 years,,Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Scaly Chatterer,https://www.iucnredlist.org/species/22716379/131974205
0,Spiny Babbler,Acanthoptila nipalensis,passeriformes,leiotrichidae,acanthoptila,"(Hodgson, 1836)",8.8 years,"2,135 metres",Stable,Shrubland,Least Concern,Spiny Babbler,https://www.iucnredlist.org/species/22716338/131973007
0,White-throated Mountain-babbler,Kupeornis gilberti,passeriformes,leiotrichidae,kupeornis,"Serle, 1949",5.5 years,"2,130 metres",Decreasing,Forest,Vulnerable,"White-throated Mountain-babbler, White-throated Mountain Babbler, White-throated Mountain-Babbler",https://www.iucnredlist.org/species/22716655/118493030
0,Red-collared Mountain-babbler,Kupeornis rufocinctus,passeriformes,leiotrichidae,kupeornis,"(Rothschild, 1908)",3.5 years,"3,200 metres",Decreasing,Forest,Endangered,"Red-collared Mountain-babbler, Red-collared Babbler, Red-collared Mountain-Babbler",https://www.iucnredlist.org/species/22716664/192336287
0,Chapin's Mountain-babbler,Kupeornis chapini,passeriformes,leiotrichidae,kupeornis,"Schouteden, 1949",3.6 years,"1,650 metres",Decreasing,Forest,Least Concern,"Chapin's Mountain-babbler, Chapin's Babbler, Chapin's Mountain-Babbler",https://www.iucnredlist.org/species/22716673/192310098
0,Grey-hooded Capuchin Babbler,Phyllanthus atripennis,passeriformes,leiotrichidae,phyllanthus,"(Swainson, 1837)",4.3 years,,Decreasing,"Forest, Savanna, Artificial/Terrestrial",Vulnerable,Grey-hooded Capuchin Babbler,https://www.iucnredlist.org/species/103871177/192246781
0,Black-crowned Capuchin Babbler,Phyllanthus rubiginosus,passeriformes,leiotrichidae,phyllanthus,"(Blyth, 1865)",4.3 years,,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Black-crowned Capuchin Babbler,https://www.iucnredlist.org/species/103871272/192241369
0,Grey-caped Capuchin Babbler,Phyllanthus bohndorffi,passeriformes,leiotrichidae,phyllanthus,"(Sharpe, 1884)",6.6 years,,Unknown,"Forest, Savanna, Artificial/Terrestrial",Least Concern,Grey-caped Capuchin Babbler,https://www.iucnredlist.org/species/103871336/104201690
0,Black-lored Babbler,Turdoides sharpei,passeriformes,leiotrichidae,turdoides,"(Reichenow, 1891)",8.8 years,"2,425 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Black-lored Babbler, Sharpe's Pied-Babbler, Sharpe's Pied-babbler",https://www.iucnredlist.org/species/22716462/94495776
0,Black-faced Babbler,Turdoides melanops,passeriformes,leiotrichidae,turdoides,"(Hartlaub, 1867)",8.8 years,,Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland)",Least Concern,"Black-faced Babbler, Black-lored Babbler",https://www.iucnredlist.org/species/22716428/94494822
0,Dusky Babbler,Turdoides tenebrosa,passeriformes,leiotrichidae,turdoides,"(Hartlaub, 1883)",8.8 years,"1,200 metres",Decreasing,"Savanna, Shrubland",Least Concern,Dusky Babbler,https://www.iucnredlist.org/species/22716419/132111495
0,Blackcap Babbler,Turdoides reinwardtii,passeriformes,leiotrichidae,turdoides,"(Swainson, 1831)",8.8 years,"1,000 metres",Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland)",Least Concern,Blackcap Babbler,https://www.iucnredlist.org/species/22716412/94494356
0,White-headed Babbler,Turdoides leucocephala,passeriformes,leiotrichidae,turdoides,"Cretzschmar, 1827",8.8 years,"1,475 metres",Stable,"Savanna, Shrubland, Wetlands (inland)",Least Concern,"White-headed Babbler, Cretschmar's Babbler",https://www.iucnredlist.org/species/22716491/94496848
0,Brown Babbler,Turdoides plebejus,passeriformes,leiotrichidae,turdoides,"(Cretzschmar, 1828)",8.8 years,,Stable,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Brown Babbler,https://www.iucnredlist.org/species/22716487/132111685
0,Arrow-marked Babbler,Turdoides jardineii,passeriformes,leiotrichidae,turdoides,"(Smith, 1836)",8.8 years,,Stable,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Arrow-marked Babbler,https://www.iucnredlist.org/species/22716501/132112005
0,Scaly Babbler,Turdoides squamulata,passeriformes,leiotrichidae,turdoides,"(Shelley, 1884)",8.8 years,500 metres,Decreasing,"Forest, Shrubland, Wetlands (inland)",Least Concern,Scaly Babbler,https://www.iucnredlist.org/species/22716434/94495009
0,White-rumped Babbler,Turdoides leucopygia,passeriformes,leiotrichidae,turdoides,"(Rüppell, 1840)",8.8 years,"2,450 metres",Stable,"Forest, Shrubland, Wetlands (inland)",Least Concern,White-rumped Babbler,https://www.iucnredlist.org/species/22716443/94495180
0,Hartlaub's Babbler,Turdoides hartlaubii,passeriformes,leiotrichidae,turdoides,"(Barboza du Bocage, 1868)",8.8 years,"2,150 metres",Stable,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Hartlaub's Babbler, Angola Babbler",https://www.iucnredlist.org/species/22716450/94495369
0,Hinde's Babbler,Turdoides hindei,passeriformes,leiotrichidae,turdoides,"(Sharpe, 1900)",8.8 years,"1,780 metres",Decreasing,"Shrubland, Wetlands (inland), Artificial/Terrestrial",Vulnerable,"Hinde's Babbler, Hinde's Pied Babbler, Hinde's Pied-Babbler, Hinde's Pied-babbler",https://www.iucnredlist.org/species/22716480/94496164
0,Northern Pied Babbler,Turdoides hypoleuca,passeriformes,leiotrichidae,turdoides,"(Cabanis, 1878)",8.8 years,"1,800 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Northern Pied Babbler, Northern Pied-Babbler, Northern Pied-babbler",https://www.iucnredlist.org/species/22716469/94495983
0,Southern Pied Babbler,Turdoides bicolor,passeriformes,leiotrichidae,turdoides,"(Jardine, 1831)",8.8 years,,Decreasing,"Savanna, Shrubland, Wetlands (inland)",Least Concern,"Southern Pied Babbler, Southern Pied-Babbler, Southern Pied-babbler",https://www.iucnredlist.org/species/22716456/94495591
0,Bare-cheeked Babbler,Turdoides gymnogenys,passeriformes,leiotrichidae,turdoides,"(Hartlaub, 1865)",8.8 years,,Stable,"Forest, Savanna, Shrubland, Wetlands (inland)",Least Concern,Bare-cheeked Babbler,https://www.iucnredlist.org/species/22716505/94497304
0,Chinese Hwamei,Garrulax canorus,passeriformes,leiotrichidae,garrulax,"(Linnaeus, 1758)",4.7 years,"1,800 metres",Unknown,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Chinese Hwamei,https://www.iucnredlist.org/species/22735076/132036519
0,Taiwan Hwamei,Garrulax taewanus,passeriformes,leiotrichidae,garrulax,"Swinhoe, 1859",4.7 years,"1,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Taiwan Hwamei,https://www.iucnredlist.org/species/22734473/95086939
0,Spot-breasted Laughingthrush,Garrulax merulinus,passeriformes,leiotrichidae,garrulax,"Blyth, 1851",4.7 years,"2,000 metres",Decreasing,"Forest, Shrubland",Least Concern,Spot-breasted Laughingthrush,https://www.iucnredlist.org/species/22735112/95102126
0,Orange-breasted Laughingthrush,Garrulax annamensis,passeriformes,leiotrichidae,garrulax,"(Robinson & Kloss, 1919)",4.7 years,"1,510 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Orange-breasted Laughingthrush,https://www.iucnredlist.org/species/22734468/95086772
0,Rufous-fronted Laughingthrush,Garrulax rufifrons,passeriformes,leiotrichidae,garrulax,"Lesson, 1831",4.7 years,"2,400 metres",Decreasing,Forest,Critically Endangered,Rufous-fronted Laughingthrush,https://www.iucnredlist.org/species/22715592/128044399
0,Lesser Necklaced Laughingthrush,Garrulax monileger,passeriformes,leiotrichidae,garrulax,"Riley, 1930",4.7 years,,Decreasing,"Forest, Shrubland",Least Concern,Lesser Necklaced Laughingthrush,https://www.iucnredlist.org/species/22715608/94461144
0,White-crested Laughingthrush,Garrulax leucolophus,passeriformes,leiotrichidae,garrulax,"(Hardwicke, 1815)",4.7 years,"2,135 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-crested Laughingthrush,https://www.iucnredlist.org/species/22734757/95096142
0,Sumatran Laughingthrush,Garrulax bicolor,passeriformes,leiotrichidae,garrulax,"Hartlaub, 1844",4.4 years,"2,000 metres",Decreasing,Forest,Endangered,"Sumatran Laughingthrush, Black-and-white Laughingthrush",https://www.iucnredlist.org/species/22734448/177430305
0,Sunda Laughingthrush,Garrulax palliatus,passeriformes,leiotrichidae,garrulax,"(Bonaparte, 1850)",4.7 years,,Decreasing,Forest,Near Threatened,Sunda Laughingthrush,https://www.iucnredlist.org/species/22715589/176388838
0,Black-hooded Laughingthrush,Garrulax milleti,passeriformes,leiotrichidae,garrulax,"Robinson & Kloss, 1919",4.7 years,"1,650 metres",Decreasing,Forest,Least Concern,Black-hooded Laughingthrush,https://www.iucnredlist.org/species/22715628/131331717
0,Grey Laughingthrush,Garrulax maesi,passeriformes,leiotrichidae,garrulax,"(Oustalet, 1890)",4.7 years,"1,700 metres",Decreasing,Forest,Least Concern,Grey Laughingthrush,https://www.iucnredlist.org/species/22735102/95101787
0,Rufous-cheeked Laughingthrush,Garrulax castanotis,passeriformes,leiotrichidae,garrulax,"(Ogilvie-Grant, 1899)",4.7 years,"1,700 metres",Decreasing,Forest,Least Concern,Rufous-cheeked Laughingthrush,https://www.iucnredlist.org/species/22734458/132035475
0,White-necked Laughingthrush,Garrulax strepitans,passeriformes,leiotrichidae,garrulax,"Blyth, 1855",4.7 years,"1,800 metres",Decreasing,Forest,Least Concern,White-necked Laughingthrush,https://www.iucnredlist.org/species/22735097/95101614
0,Cambodian Laughingthrush,Garrulax ferrarius,passeriformes,leiotrichidae,garrulax,"Riley, 1930",4.7 years,"1,250 metres",Decreasing,Forest,Near Threatened,Cambodian Laughingthrush,https://www.iucnredlist.org/species/22734453/95086205
0,Barred Laughingthrush,Ianthocincla lunulata,passeriformes,leiotrichidae,ianthocincla,"(Verreaux, 1870)",4.7 years,"3,080 metres",Decreasing,"Forest, Shrubland",Least Concern,Barred Laughingthrush,https://www.iucnredlist.org/species/22715672/94464507
0,White-speckled Laughingthrush,Ianthocincla bieti,passeriformes,leiotrichidae,ianthocincla,"Oustalet, 1897",4.7 years,"4,270 metres",Decreasing,Forest,Vulnerable,"White-speckled Laughingthrush, Biet's Laughingthrush",https://www.iucnredlist.org/species/22715675/118588681
0,Giant Laughingthrush,Ianthocincla maxima,passeriformes,leiotrichidae,ianthocincla,"(Verreaux, 1870)",4.7 years,"4,115 metres",Decreasing,"Forest, Shrubland",Least Concern,Giant Laughingthrush,https://www.iucnredlist.org/species/22715679/131972259
0,Spotted Laughingthrush,Ianthocincla ocellata,passeriformes,leiotrichidae,ianthocincla,"(Vigors, 1831)",4.7 years,"3,660 metres",Decreasing,"Forest, Shrubland",Least Concern,Spotted Laughingthrush,https://www.iucnredlist.org/species/22715682/111103648
0,Snowy-cheeked Laughingthrush,Ianthocincla sukatschewi,passeriformes,leiotrichidae,ianthocincla,"(Berezowski & Bianchi, 1891)",4.7 years,"3,500 metres",Decreasing,"Forest, Shrubland, Wetlands (inland)",Vulnerable,"Snowy-cheeked Laughingthrush, Sukatschev's Laughingthrush",https://www.iucnredlist.org/species/22715662/94463818
0,Western Moustached Laughingthrush,Ianthocincla cineracea,passeriformes,leiotrichidae,ianthocincla,"(Godwin-Austen, 1874)",4.7 years,"2,500 metres",Decreasing,"Forest, Shrubland",Least Concern,Western Moustached Laughingthrush,https://www.iucnredlist.org/species/103871930/113226129
0,Eastern Moustached Laughingthrush,Ianthocincla cinereiceps,passeriformes,leiotrichidae,ianthocincla,"(Styan, 1887)",4.7 years,"1,750 metres",Decreasing,"Forest, Shrubland",Least Concern,Eastern Moustached Laughingthrush,https://www.iucnredlist.org/species/103871982/104202940
0,Rufous-chinned Laughingthrush,Ianthocincla rufogularis,passeriformes,leiotrichidae,ianthocincla,"Gould, 1835",4.7 years,,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Rufous-chinned Laughingthrush,https://www.iucnredlist.org/species/22715669/131972031
0,Chestnut-eared Laughingthrush,Ianthocincla konkakinhensis,passeriformes,leiotrichidae,ianthocincla,"(Eames & Eames, 2001)",4.7 years,"1,750 metres",Stable,Forest,Vulnerable,Chestnut-eared Laughingthrush,https://www.iucnredlist.org/species/22729480/111146729
0,White-browed Laughingthrush,Pterorhinus sannio,passeriformes,leiotrichidae,pterorhinus,"Swinhoe, 1867",4.7 years,,Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,White-browed Laughingthrush,https://www.iucnredlist.org/species/22715707/94465722
0,Masked Laughingthrush,Pterorhinus perspicillatus,passeriformes,leiotrichidae,pterorhinus,"(Gmelin, 1789)",4.7 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Masked Laughingthrush,https://www.iucnredlist.org/species/22715595/94460945
0,Plain Laughingthrush,Pterorhinus davidi,passeriformes,leiotrichidae,pterorhinus,"(Swinhoe, 1868)",4.7 years,"3,960 metres",Stable,"Forest, Shrubland, Wetlands (inland)",Least Concern,Plain Laughingthrush,https://www.iucnredlist.org/species/22715659/94463651
0,Chestnut-backed Laughingthrush,Pterorhinus nuchalis,passeriformes,leiotrichidae,pterorhinus,"Godwin-Austen, 1876",4.7 years,915 metres,Stable,"Forest, Shrubland, Grassland",Near Threatened,Chestnut-backed Laughingthrush,https://www.iucnredlist.org/species/22715639/94462678
0,Black-throated Laughingthrush,Pterorhinus chinensis,passeriformes,leiotrichidae,pterorhinus,"(Scopoli, 1786)",4.7 years,,Decreasing,"Forest, Shrubland, Grassland",Least Concern,Black-throated Laughingthrush,https://www.iucnredlist.org/species/103872142/113226699
0,Hainan Laughingthrush,Pterorhinus monachus,passeriformes,leiotrichidae,pterorhinus,"Swinhoe, 1870",4.7 years,,Decreasing,Forest,Near Threatened,Hainan Laughingthrush,https://www.iucnredlist.org/species/103872201/104203196
0,White-cheeked Laughingthrush,Pterorhinus vassali,passeriformes,leiotrichidae,pterorhinus,"(Ogilvie-Grant, 1906)",4.7 years,,Stable,"Forest, Shrubland",Least Concern,White-cheeked Laughingthrush,https://www.iucnredlist.org/species/22715645/94463103
0,Chestnut-capped Laughingthrush,Pterorhinus mitratus,passeriformes,leiotrichidae,pterorhinus,"(Müller, 1835)",4.7 years,"3,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Chestnut-capped Laughingthrush,https://www.iucnredlist.org/species/103872287/118900980
0,Chestnut-hooded Laughingthrush,Pterorhinus treacheri,passeriformes,leiotrichidae,pterorhinus,"(Sharpe, 1879)",4.7 years,"2,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Chestnut-hooded Laughingthrush,https://www.iucnredlist.org/species/103872315/113228358
0,Greater Necklaced Laughingthrush,Pterorhinus pectoralis,passeriformes,leiotrichidae,pterorhinus,"(Gould, 1836)",4.7 years,,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Greater Necklaced Laughingthrush,https://www.iucnredlist.org/species/22715611/94461376
0,Mount Victoria Babax,Pterorhinus woodi,passeriformes,leiotrichidae,pterorhinus,"Finn, 1902",5.5 years,"2,800 metres",Stable,"Forest, Shrubland, Grassland",Least Concern,Mount Victoria Babax,https://www.iucnredlist.org/species/103872810/113228805
0,Chinese Babax,Pterorhinus lanceolatus,passeriformes,leiotrichidae,pterorhinus,"Verreaux, J, 1871",5.5 years,"4,265 metres",Stable,"Forest, Shrubland, Grassland",Least Concern,Chinese Babax,https://www.iucnredlist.org/species/103872761/132046098
0,Giant Babax,Pterorhinus waddelli,passeriformes,leiotrichidae,pterorhinus,"(Dresser, 1905)",5.5 years,"4,600 metres",Decreasing,"Forest, Shrubland",Near Threatened,Giant Babax,https://www.iucnredlist.org/species/22716512/94497669
0,Tibetan Babax,Pterorhinus koslowi,passeriformes,leiotrichidae,pterorhinus,"(Bianchi, 1905)",5.5 years,"4,500 metres",Stable,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Near Threatened,Tibetan Babax,https://www.iucnredlist.org/species/22716515/94497919
0,White-throated Laughingthrush,Pterorhinus albogularis,passeriformes,leiotrichidae,pterorhinus,"(Gould, 1836)",4.7 years,"3,800 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-throated Laughingthrush,https://www.iucnredlist.org/species/22735092/131891269
0,Rufous-crowned Laughingthrush,Pterorhinus ruficeps,passeriformes,leiotrichidae,pterorhinus,"(Gould, 1863)",4.7 years,"2,300 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Rufous-crowned Laughingthrush,https://www.iucnredlist.org/species/22734443/95085753
0,Grey-sided Laughingthrush,Pterorhinus caerulatus,passeriformes,leiotrichidae,pterorhinus,"(Hodgson, 1836)",4.7 years,,Decreasing,"Forest, Shrubland",Least Concern,Grey-sided Laughingthrush,https://www.iucnredlist.org/species/22715685/131972422
0,Buffy Laughingthrush,Pterorhinus berthemyi,passeriformes,leiotrichidae,pterorhinus,"(Oustalet, 1876)",4.7 years,"1,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Buffy Laughingthrush,https://www.iucnredlist.org/species/22734463/132035646
0,Rusty Laughingthrush,Pterorhinus poecilorhynchus,passeriformes,leiotrichidae,pterorhinus,"Gould, 1863",4.7 years,"2,100 metres",Decreasing,Forest,Least Concern,Rusty Laughingthrush,https://www.iucnredlist.org/species/22735107/95101952
