,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth
0,Alpine chough,Animalia,Chordata,Aves,https://eol.org/pages/45515241,Pyrrhocorax graculus (Yellow Billed Chough) is a species of birds in the family Corvidae. They are found in the palearctic and the indo-malayan realm. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,North Atlantic,arid,Stable,the palearctic,211 g,terrestrial,24.4 years,,211.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,1095 days,,,,,,,,,,,,,,,,,,,,,,,
0,Alpine leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517019,Phylloscopus occisinensis (Alpine Leaf Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,China,mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alpine pipit,Animalia,Chordata,Aves,https://eol.org/pages/45517663,Anthus gutturalis (Alpine Pipit) is a species of birds in the family Motacillidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"alpine,terrestrial",Stable,australasia,40 g,,,,,,,Central Range Sub-Alpine Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alpine swift,Animalia,Chordata,Aves,https://eol.org/pages/45516410,Tachymarptis melba (Alpine Swift) is a species of birds in the family swifts. They are native to the Palearctic and Ethiopia. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,,"alpine,freshwater habitat",Stable,,,,,,,,,,,bilaterally symmetric,,,the Palearctic,,,,,diurnal,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,
0,Alpine thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518860,Zoothera mollissima (Plain Backed Thrush) is a species of birds in the family thrushes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bhutan,subtropical,,the palearctic,112 g,,,,,,,Eastern Himalayan Broadleaf Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alströms warbler,Animalia,Chordata,Aves,https://eol.org/pages/52571069,Phylloscopus soror (Alström's Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alta Floresta antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512870,Hylopezus whittakeri (Alta Floresta Antpitta) is a species of birds in the family antpittas. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Altai accentor,Animalia,Chordata,Aves,https://eol.org/pages/45518884,Prunella himalayana (Altai Accentor) is a species of birds in the family accentors. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Tibet,"valley,terrestrial",Stable,the palearctic,27.1 g,,,,,,,Tian Shan Montane Conifer Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Altai snowcock,Animalia,Chordata,Aves,https://eol.org/pages/45515945,Tetraogallus altaicus (Altai Snowcock) is a species of birds in the family Phasianidae. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Kyrgyzstan,"mountain,terrestrial",Decreasing,the palearctic,3000 g,,,,,,,Gobi Lakes Valley Desert Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Altamira oriole,Animalia,Chordata,Aves,https://eol.org/pages/45511142,"Icterus gularis (Altamira Oriole) is a species of birds in the family New World blackbirds. They are native to The Nearctic. They are diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,,,,flight,,,United States,coastal,Stable,The Neotropics,,terrestrial,,invertivore,,,,,,bilaterally symmetric,seeds,monogamous,The Nearctic,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Altamira yellowthroat,Animalia,Chordata,Aves,https://eol.org/pages/45511880,Geothlypis flavovelata (Altamira Yellowthroat) is a species of birds in the family New World warblers. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,,10 dB,bipedal movement,apatite,corneal eyes,United States,"freshwater,freshwater habitat",Decreasing,The Neotropics,11.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amami thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518863,Zoothera major (Amami Thrush) is a species of birds in the family thrushes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,subtropical,,the indo-malayan realm,172 g,,,,,,,Nansei Islands Subtropical Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amami woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516157,Scolopax mira (Amami Woodcock) is a species of birds in the family Scolopacidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,United States,terrestrial,Stable,the indo-malayan realm,541 g,,,,,,,Nansei Islands Subtropical Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amani sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514847,Hedydipna pallidigaster (Amani Sunbird) is a species of birds in the family Sunbirds. They are listed as endangered by IUCN. They rely on flight to move around.,otoliths,endangered,,,10 dB,bipedal movement,apatite,corneal eyes,Kenya,"tropical,terrestrial",Decreasing,,8 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazilia hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45512317,Amazilia amazilia (Amazilia Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Peru,"tropical,terrestrial",Unknown,The Neotropics,4.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazon kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45509670,Chloroceryle amazona (Amazon Kingfisher) is a species of birds in the family Alcedinidae. They are associated with freshwater habitat. They are found in The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,nectonic,,,flight,,corneal eyes,Mexico,river,Decreasing,The Neotropics,126 g,freshwater,,vertivore,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512873,Hylopezus berlepschi (Amazonian Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Stable,The Neotropics,48 g,,,,,,,Madeira-TapajóS Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512644,Thamnophilus amazonicus (Amazonian Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Atlantic,"tropical,terrestrial",Stable,The Neotropics,24.4 g,,,,,,,Japurá-Solimoes-Negro Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian barred woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/918381,Dendrocolaptes certhia (Amazonian Barred Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Pacific,"subtropical,terrestrial",Stable,The Neotropics,79 g,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian black tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513176,Knipolegus poecilocercus (Amazonian Black Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"tropical,terrestrial",Decreasing,The Neotropics,14.3 g,,,,,,,,,,,,,,,,,,,1.211 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian inezia,Animalia,Chordata,Aves,https://eol.org/pages/45513077,Inezia subflava (Amazonian Inezia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Stable,The Neotropics,10.2 g,,,,,,,Guianan Highlands Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian motmot,Animalia,Chordata,Aves,https://eol.org/pages/1050064,Momotus momota (Amazonian Motmot) is a species of birds in the family motmots. They are native to The Nearctic and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,United States,,Decreasing,The Neotropics,,terrestrial,20.3 years,invertivore,133 g,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,1.52 pg,,,,,21 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/1178266,Glaucidium hardyi (Amazonian Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,bipedal movement,apatite,corneal eyes,Bolivia,"tropical,terrestrial",Decreasing,The Neotropics,63 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian royal flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/1053240,Onychorhynchus coronatus (Amazonian Royal Flycatcher) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Atlantic,terrestrial,Decreasing,The Neotropics,16.2 g,,,,,,,Orinoco Delta Swamp Forests,,,,,,,,,,,,1.137 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian scrub flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513072,Sublegatus obscurior (Amazonian Scrub Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Venezuela,"tropical,terrestrial",Stable,The Neotropics,16 g,,,,,,,Monte Alegre Varzea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian streaked antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512683,Myrmotherula multostriata (Amazonian Streaked Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Stable,,8.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian trogon,Animalia,Chordata,Aves,https://eol.org/pages/1229335,Trogon ramonianus (Amazonian Trogon) is a species of birds in the family Trogonidae. They rely on flight to move around.,otoliths,,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amazonian umbrellabird,Animalia,Chordata,Aves,https://eol.org/pages/916689,Cephalopterus ornatus (Amazonian Umbrellabird) is a species of birds in the family cotingas. They are listed in cites appendix iii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix iii,,,,flight,apatite,corneal eyes,Colombia,terrestrial,Decreasing,The Neotropics,380 g,,,,,,Peristethium polystachyum (Ruiz & Pav.) J. Kuijt,,,,,,,,,Tettigoniidae (katydids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ambon whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517354,Zosterops kuehni (Ambon White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,australasia,,,,,,,,Seram Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amboyna cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516197,Macropygia amboinensis (Amboyna Cuckoo Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,South Pacific,"scrubland,terrestrial",Stable,australasia,272 g,,,,,,Myristica subalulata Miq.,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ameline swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516392,Aerodramus amelis (Ameline Swiftlet) is a species of birds in the family swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,The Philippines,subtropical,,the indo-malayan realm,,,,insectivore,,,,Luzon Tropical Pine Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,
0,American avocet,Animalia,Chordata,Aves,https://eol.org/pages/45510683,"Recurvirostra americana (American Avocet) is a species of birds in the family Recurvirostridae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are crepuscular omnivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",,,nectonic,,,,,,Maine,,Stable,,,freshwater,,invertivore,,,,,,bilaterally symmetric,insects,monogamous,The Neotropics,,group living,,,,,,,,,1 /year,24 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American barn owl,Animalia,Chordata,Aves,https://eol.org/pages/51349306,Tyto furcata (American Barn Owl) is a species of birds in the family Tytonidae. They rely on flight to move around.,otoliths,,,1000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American bittern,Animalia,Chordata,Aves,https://eol.org/pages/45511333,Botaurus lentiginosus (American Bittern) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are native to The Nearctic. They are nocturnal. They have parental care (female provides care). They rely on flight to move around.,,,,,,flight,,,United States,,Decreasing,The Neotropics,,freshwater,8.3 years,vertivore,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},bilaterally symmetric,,,The Nearctic,,,,,,,,,,2.7412 watts,,4 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American black duck,Animalia,Chordata,Aves,https://eol.org/pages/45510558,Anas rubripes (American Black Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to United States and The Nearctic. They are diurnal herbivores. They have parental care (female provides care). They rely on drag powered swimming and flight to move around.,,,nectonic,,,,,,Maine,,Decreasing,,,freshwater,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",bilaterally symmetric,,,United States,,group living,,,,,,,,3.6076 watts,1 /year,27 days,106.34 degrees fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American black swift,Animalia,Chordata,Aves,https://eol.org/pages/45510757,Cypseloides niger (American Black Swift) is a species of birds in the family swifts. They are listed as vulnerable by IUCN and as endangered by COSEWIC. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,United States,coastal,Decreasing,The Nearctic,,,16.1 years,,45 g,,Formicidae (ants),,,,,,,,,,,,,,,,,1 /year,24 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American bushtit,Animalia,Chordata,Aves,https://eol.org/pages/45511477,"Psaltriparus minimus (American Bushtit) is a species of birds in the family bushtits. They are native to The Nearctic. They visit flowers of Cape honeysuckle, Melaleuca lutea, and flowering quince. They rely on flight to move around.",,,,,,flight,,,British Columbia,mountain,Stable,The Nearctic,,,9.1 years,,5.3 g,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,The Nearctic,,,,,,,,,,0.122375 watts,2 /year,12 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American coot,Animalia,Chordata,Aves,https://eol.org/pages/1287629,Fulica americana americana (North American Coot) is a subspecies of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,"Notocotylus gibbus (Mehlis in Creplin, 1846) Mehlis in Creplin, 1846",,,,,,,,,,,,,,,,,,,,,"Notocotylus gibbus (Mehlis in Creplin, 1846) Mehlis in Creplin, 1846",,,,,,,,,,Buteo lineatus (Gmelin & JF 1788) (Red-shouldered hawk),,,,,,,,,,,,,,,,,,
0,American crow,Animalia,Chordata,Aves,https://eol.org/pages/45510003,"Corvus brachyrhynchos (American Crow) is a species of birds in the family Corvidae. They are native to The Nearctic. They are diurnal omnivores. They have parental care (cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,,,,,flight,,,United States,,Increasing,The Neotropics,,terrestrial,,,,,,,,bilaterally symmetric,eggs,,The Nearctic,,group living,,,,,,,,,1 /year,18 days,,,,,,0.172 /day,,,,,,,,,,,,,,,,,,,,,,,,
0,American dipper,Animalia,Chordata,Aves,https://eol.org/pages/45510241,Cinclus mexicanus (American Dipper) is a species of birds in the family dippers. They are associated with freshwater habitat. They are native to The Nearctic and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on lift powered swimming and flight to move around.,,,,,,flight,,,United States,,Stable,The Neotropics,,freshwater,8.1 years,invertivore,50.2 g,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,,,,,1.5 /year,,106.4 degrees fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American dusky flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510904,Empidonax oberholseri (American Dusky Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,Saskatchewan,prairie,Decreasing,The Nearctic,,,9 years,,10.95 g,,Pentatomidae (stink bugs),,,,,,,,,,,,,,,,,1 /year,15 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American flamingo,Animalia,Chordata,Aves,https://eol.org/pages/45511321,"Phoenicopterus ruber (American Flamingo) is a species of birds in the family flamingos. They are listed in cites appendix ii. They are associated with freshwater habitat. They are native to The Neotropics, the Palearctic, and Ethiopia. They are diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,nectonic,,,,,,Mozambique,,Increasing,the palearctic,,freshwater,,invertivore,,,,,,bilaterally symmetric,mollusks,monogamous,The Neotropics,,group living,,,,,,,,,,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American golden plover,Animalia,Chordata,Aves,https://eol.org/pages/45509152,"Pluvialis dominica (American Golden Plover) is a species of birds in the family Charadriidae. They are native to The Nearctic and The Neotropics. They are solitary, diurnal herbivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,nectonic,,,,,,the Palearctic,,Decreasing,the indo-malayan realm,,terrestrial,,invertivore,,,,,,bilaterally symmetric,mollusks,monogamous,The Nearctic,,solitary,,,,,,,,,,26 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American gray flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510905,Empidonax wrightii (American Grey Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,United States,"lake,terrestrial",Increasing,The Neotropics,13.6 g,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American herring gull,Animalia,Chordata,Aves,https://eol.org/pages/45509301,Larus smithsonianus (American Herring Gull) is a species of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,,nectonic,5000 Hz,20 dB,flight,apatite,corneal eyes,United States,"coastal,marine",Decreasing,,,,,,,Echinostoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45510789,"Falco sparverius (American Kestrel) is a species of birds in the family falcons. They are listed in cites appendix ii. They are native to United States, The Nearctic, and The Neotropics. They are solitary, diurnal carnivores. They have parental care (occasionally breeds cooperatively, paternal care, and female provides care). They rely on gliding and flight to move around.",,,,,,,,,United States,,Stable,,,terrestrial,,invertivore,,,,,,bilaterally symmetric,amphibians,monogamous,United States,,solitary,,,,,1.434 pg,,,,1.5 /year,29 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American oystercatcher,Animalia,Chordata,Aves,https://eol.org/pages/45509142,"Haematopus palliatus (American Oystercatcher) is a species of birds in the family oystercatchers. They are native to The Neotropics, Pacific Ocean, Atlantic Ocean, and The Nearctic. They are diurnal carnivores. They have parental care (female provides care, paternal care, and cooperative breeding). They rely on flight and running to move around.",,,nectonic,,,,,,Nova Scotia,,Stable,The Nearctic,,,,invertivore,,,,,,bilaterally symmetric,crustaceans,monogamous,The Neotropics,,group living,,,,,,,,,1 /year,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American purple gallinule,Animalia,Chordata,Aves,https://eol.org/pages/264284,Porphyrio martinica (American Purple Gallinule) is a species of birds in the family rails. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,United States,beach,,,215 g,,,,,Avian coronavirus,Thalia geniculata L. (bent alligator-flag),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eunectes notaeus Cope 1862 (Yellow anaconda),,,,,,,,,,,,,,,,,
0,American pygmy kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45509667,Chloroceryle aenea (American Pygmy Kingfisher) is a species of birds in the family Alcedinidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,Mexico,"river bank,freshwater habitat",Decreasing,The Neotropics,16.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American redstart,Animalia,Chordata,Aves,https://eol.org/pages/45511092,"Setophaga ruticilla (American Redstart) is a species of birds in the family New World warblers. They are found in The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on flight to move around.",,,,,,,,,United States,,Decreasing,The Nearctic,,terrestrial,,insectivore,,,,,,bilaterally symmetric,insects,monogamous,,,solitary,,,,,,,,,1 /year,12 days,,,,,,0.68 /day,,,,,,,,,,,,,,,,,,,,,,,,
0,American robin,Animalia,Chordata,Aves,https://eol.org/pages/45510233,"Turdus migratorius (American Robin) is a species of birds in the family thrushes. They are native to The Nearctic. They visit flowers of clover. They are diurnal omnivores. They have parental care (female provides care, pair provides care, and paternal care). They rely on flight to move around.",,,,,,,,,Wisconsin,,,The Neotropics,,terrestrial,,insectivore,,,,,,bilaterally symmetric,eggs,monogamous,The Nearctic,,group living,,,,,,,,,2 /year,13 days,,,,,,0.498 /day,,,,,,,,,,,,,,,,,,,,,,,,
0,American tree sparrow,Animalia,Chordata,Aves,https://eol.org/pages/46349910,Spizelloides arborea (American Tree Sparrow) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,,,,,,,,,,Eriophorum (cottongrass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aegolius acadicus (Gmelin & JF 1788) (Northern Saw-whet Owl),Falco sparverius Linnaeus 1758 (American kestrel),,,,,,,,,,,,,,,,,
0,American white ibis,Animalia,Chordata,Aves,https://eol.org/pages/45509050,Eudocimus albus (American White Ibis) is a species of birds in the family Threskiornithidae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight and gliding to move around.,,,,,,,,,United States,,Stable,The Neotropics,,,,invertivore,,,,,,bilaterally symmetric,fish,monogamous,The Neotropics,,group living,,,,,,,,,1 /year,22 days,,,,,,0.13 /day,,,,,,,,,,,,,,,,,,,,,,,,
0,American white pelican,Animalia,Chordata,Aves,https://eol.org/pages/45509059,"Pelecanus erythrorhynchos (American White Pelican) is a species of birds in the family pelicans. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight and swimming to move around.",,,nectonic,,,,,,Maine,,Increasing,,,aquatic,,vertivore,,,,,,bilaterally symmetric,crustaceans,monogamous,The Nearctic,,group living,,,,,,,,,1 /year,30 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American wigeon,Animalia,Chordata,Aves,https://eol.org/pages/45510557,Anas americana (American Wigeon) is a species of birds in the family Anatidae. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Norway,,,,1036 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
