Coastal miner,"{'Coastal Miner': {'Order': 'Passeriformes', 'Family': 'Furnariidae', 'Scientific Name': 'Geositta peruviana', 'Description': 'A pale terrestrial bird found only in coastal deserts of Peru. It is pale brownish-gray and lacks strong field marks. Very similar to Grayish Miner; Coastal Miner has a wing stripe, though this is only evident in flight. The two species mostly separate out by range, with Coastal Miner favoring the flat coastal plain and Grayish Miner preferring rocky slopes of hills and mountains. Coastal Miner is also similar to Short-tailed Field Tyrant, but lacks distinct wingbars and rump patch, and has a longer tail. Solitary, usually seen running through barren, sandy areas. Occasionally flies up to perch on a rock or bush, and also performs flight displays.'}}"
Cobalt-winged parakeet,"{'Cobalt-winged Parakeet': {'Order': 'Psittaciformes', 'Family': 'Psittacidae', 'Scientific Name': 'Brotogeris cyanoptera', 'Description': 'Small green parakeet with a short tail. Blue wing feathers are hard to see when perched but are conspicuous in flight. Found in a variety of forested habitats, including around forest edges, gardens, and agricultural areas, often traveling in loud groups. Distinguished from similar Tui Parakeet by dark eye, green forehead, and peach chin, and from parrotlets by its larger size.'}}"
Cobb's wren,"{""Cobb's Wren"": {'Order': 'Passeriformes', 'Family': 'Troglodytidae', 'Scientific Name': 'Troglodytes cobbi', 'Description': 'Endemic to the Falkland Islands, where it is found in seashore areas and offshore islets, typically in association with tussac grass. Often forages on rocky beaches, picking at food items washed up by the tide. Somewhat similar House Wren has wandered to the Falklands before, but note present species’ gray-brown head and neck, lack of a prominent eyering, and longer darker bill. Can be tame and confiding, allowing close approach. Rattling song, somewhat similar to that of House Wren, can be given from an exposed perch or deep in cover. Calls include nasal mews and harsh, dry churrs and rattles.'}}"
Cocha antshrike,"{'Cocha Antshrike': {'Order': 'Passeriformes', 'Family': 'Thamnophilidae', 'Scientific Name': 'Thamnophilus praecox', 'Description': 'Rare antbird nearly endemic to the lowlands of eastern Ecuador. It was recently found in neighboring Colombia, and is likely to occur over the border in Peru as well. Male is pure black. Female is chestnut with a black hood. Both sexes are very similar to White-shouldered Antbird, but lack blue markings around the eye. Male also similar to male White-shouldered Antshrike, but lacks white wing markings and lives in different habitat. Cocha Antshrike is usually encountered in pairs that skulk low in swampy forest along the edge of ponds and sluggish creeks. Typical song is a fast, monotonous series of clucks.'}}"
Cochabamba mountain finch,"{'Cochabamba Mountain Finch': {'Order': 'Passeriformes', 'Family': 'Thraupidae', 'Scientific Name': 'Poospiza garleppi', 'Description': 'Large and striking tanager of semi-humid scrubby habitat in hillsides and ravines in the high slopes of the eastern Cordillera of the Andes in central Bolivia. Told from Warbling Finches by entirely rufous underparts and rufous arc under eye.'}}"
Cock-tailed tyrant,"{'Cock-tailed Tyrant': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Alectrurus tricolor', 'Description': 'A remarkable flycatcher; males are black above and white below with a broad tail that has longer central feathers and is usually held perpendicular to the others and spread like a fan. Females are mottled brown above and whitish below without the cocked tail. Occurs in open, humid, and tall grass savanna areas that have been well preserved. Mostly silent.'}}"
Cockatiel,"{'Cockatiel': {'Order': 'Psittaciformes', 'Family': 'Cacatuidae', 'Scientific Name': 'Nymphicus hollandicus', 'Description': 'Tiny cockatoo with a long pointed tail. When perched, the yellowish face and crest and orange cheek patch of the male are distinctive. In flight has dark wing tips and bold white wing panels contrasting with a gray back. Calls frequently with a tuneful fast-whistled ""wee-rooo"".'}}"
Cockerell's fantail,"{""Cockerell's Fantail"": {'Order': 'Passeriformes', 'Family': 'Rhipiduridae', 'Scientific Name': 'Rhipidura cockerelli', 'Description': 'Slender, with a long, often fanned tail. White below and dark above with a dark chest boldly spotted white and a dark hood with a white throat. Wing shows a variable amount of white. Prefers primary and tall secondary forest, but tolerates disturbed areas. Similar to Brown Fantail but darker brown above and more heavily marked on chest, lacking white streaks on head. Separated from Rufous Fantail by lack of rufous in tail and by chest pattern. Voice is a squeaky rise and fall of warbles and chirps.'}}"
Cocoa thrush,"{'Cocoa Thrush': {'Order': 'Passeriformes', 'Family': 'Turdidae', 'Scientific Name': 'Turdus fumigatus', 'Description': 'A medium-sized, bright-buff bird usually found foraging on the ground in a variety of habitats from croplands to forests. Best separated from similar Spectacled Thrush by its all black bill and lack of bold eyering. Song is a series of sweet up-slurred and down-slurred whistles. Calls are quite different than Spectacled Thrush and include a quick, slightly squeaky “ji-ji-ji-ji-ji” and a paired “chee-ip, chee-ip.”'}}"
Cocoa woodcreeper,"{'Cocoa Woodcreeper': {'Order': 'Passeriformes', 'Family': 'Furnariidae', 'Scientific Name': 'Xiphorhynchus susurrans', 'Description': 'Warm brown bird with buffy streaks on head and breast; hitches up tree trunks. Generally longer tailed and longer billed than a woodpecker. Very similar to many other species of woodcreepers. Focus on bill: long, fairly thick, and almost straight; generally pale grayish with fleshy tones, but darker on top edge. Listen for song, a long series of clear whistled notes fading slightly at the end. Found in wooded habitats, often in more open forest, edge, or second growth.'}}"
