Least flycatcher,"{'Least Flycatcher': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Empidonax minimus', 'Description': 'Small, grayish-olive flycatcher; very similar to several other species. Look for relatively bold white eyeing, small bill, and frequent wing flicking. Most easily identified by voice: song is a loud “che-BEK, che-BEK” often repeated in bursts. Also gives a short, dry “whit” call. Found in a variety of wooded or shrubby habitats, often near water during breeding season. Typically solitary, often flitting around actively when foraging.'}}"
Least grebe,"{'Least Grebe': {'Order': 'Podicipediformes', 'Family': 'Podicipedidae', 'Scientific Name': 'Tachybaptus dominicus', 'Description': 'This wee little grebe is dark gray overall with paler fluffy bum. The face is dark in breeding plumage; paler with a whitish throat in nonbreeding plumage. Also note piercing yellow eye and thin, sharply pointed bill. Compare with Pied-billed Grebe, which is larger, browner, and thicker-billed. Widespread throughout Middle and South America; very limited range in the U.S. Found in marshy ponds, often with extensive vegetation. Usually seen singly or in pairs, sometimes in small groups. Frequently dives underwater.'}}"
Least honeyguide,"{'Least Honeyguide': {'Order': 'Piciformes', 'Family': 'Indicatoridae', 'Scientific Name': 'Indicator exilis', 'Description': 'Small, dark olive-green honeyguide. The face and underparts are dark gray, with a pale spot above the bill and a dark line below it. Sometimes shows strong streaking on the back and lower flanks. In flight, shows white patches on the sides of the tail. Found in forest and tree plantations. The main call is a slowly repeated “chreeya.” Similar to Lesser and Thick-billed Honeyguides, but smaller, and further distinguished from Thick-billed by the facial markings. Also similar to Pallid Honeyguide, but has a larger bill, and a darker and more patterned head. Similar to Wahlberg’s and Green-backed Honeyguides, but has a thicker bill.'}}"
Least nighthawk,"{'Least Nighthawk': {'Order': 'Caprimulgiformes', 'Family': 'Caprimulgidae', 'Scientific Name': 'Chordeiles pusillus', 'Description': 'Small nightjar of savannas and dry forests, where it forages for insects with characteristic erratic flight like other nighthawks. Key field mark is contrasting pale trailing edge of wings. Often seen in large groups at dusk; when foraging with other species, Least is noticeably smaller. Least Nighthawks and related nighthawks are told from other nightjars by active foraging behavior. Roosts during the day on ground or in small savanna trees.'}}"
Least poorwill,{}
Least sandpiper,"{'Least Sandpiper': {'Order': 'Charadriiformes', 'Family': 'Scolopacidae', 'Scientific Name': 'Calidris minutilla', 'Description': 'Tiny brownish sandpiper. At all ages, most easily distinguished from other small sandpipers by darker, more brownish coloration. Juveniles are particularly bright with rusty tones on the upperparts. Also note fine-tipped bill and yellowish legs, but beware legs can be covered with dark mud and other peeps (like Semipalmated Sandpiper) can rarely show slightly greenish legs. Habitat and behavior are helpful supporting clues, too. Typically forages in a crouched posture with bent legs, picking for invertebrates in the mud. Often in small loose groups, but not in large, tight flocks like Semipalmated or Western Sandpipers. Prefers drier mud, often on the higher edges of mudflats or small patches of water in marshes. Widespread and common, especially inland. Breeds in various wetland habitats throughout Alaska and Canada. Winters from the southern U.S. to South America. Listen for high-pitched, rolling “greeep!” calls.'}}"
Least seedsnipe,"{'Least Seedsnipe': {'Order': 'Charadriiformes', 'Family': 'Thinocoridae', 'Scientific Name': 'Thinocorus rumicivorus', 'Description': 'Very small but stocky, quail-like bird of Patagonian steppe, sandy and stony plains in the Andes, coastal dunes, and deserts. Found in pairs or small groups; locally large flocks in nonbreeding season. Male has hooting song given from low mounds or fence posts, and sometimes during display flight. Flight is strong and fast; flushes with loud bleating chatters. Similar Gray-breasted Seedsnipe is larger, favors rockier Andean habitats, and has plain gray breast without diagnostic black Y pattern present on male Least Seedsnipes.'}}"
Least storm petrel,"{'Least Storm-Petrel': {'Order': 'Procellariiformes', 'Family': 'Hydrobatidae', 'Scientific Name': 'Hydrobates microsoma', 'Description': 'Very small, all-dark storm-petrel with a fairly short, graduated tail. Fairly common and can be seen from shore in the Gulf of California and along the Pacific coast. Often feeds and associates with the much larger Black Storm-Petrel, where size difference is obvious. Flight of Least is generally quick and weaving, with deep, rather jerky wingbeats and little or no gliding.'}}"
Least tern,"{'Least Tern': {'Order': 'Charadriiformes', 'Family': 'Laridae', 'Scientific Name': 'Sternula antillarum', 'Description': 'Tiny tern with quick flicking wingbeats. A real beach bum, rarely straying far from sand, both on the coast and along inland rivers and lakes. Breeding adults have yellow bill, stumpy yellow feet, white forehead, and black cap. Nonbreeding and immatures have a black bill, blackish nape, and dark shoulder bar, but still always identifiable by size and quick wingbeats. Often seen with other terns. Listen for shrill high-pitched calls.'}}"
Legge's flowerpecker,{}
Legge's hawk-eagle,"{""Legge's Hawk-Eagle"": {'Order': 'Accipitriformes', 'Family': 'Accipitridae', 'Scientific Name': 'Nisaetus kelaarti', 'Description': 'Rather large, slim hawk-eagle with a white-tipped crest, streaked gray cheeks, and long feathered legs. It has strongly barred broad wings and a long tail. Unlike the otherwise very similar Crested Hawk-Eagle, the streaking on Legge’s is restricted to the upper breast, and its breast, belly, and thighs are strongly barred. Has an upright stance when seen perched in the canopy of forested hills.'}}"
Lemon dove,"{'Lemon Dove': {'Order': 'Columbiformes', 'Family': 'Columbidae', 'Scientific Name': 'Columba larvata', 'Description': 'Dark, medium-sized dove with a pale face. Shows paler gray corners of the tail in flight. Varies geographically; most eastern and southern African birds have rufous underparts, while western and central African birds are gray below. Shy understory species that is most often seen on the ground inside thick forest. Often not noticed until it noisily flies away. Call is a deep hoot, usually delivered in a slow series, though sometimes in a quick series. Similar to Delegorgue’s and Bronze-naped pigeons but inhabits the understory and has a pale face.'}}"
Lemon-bellied crombec,"{'Lemon-bellied Crombec': {'Order': 'Passeriformes', 'Family': 'Macrosphenidae', 'Scientific Name': 'Sylvietta denti', 'Description': 'A small, plain crombec of forest edges. Like most crombecs, it is a small, compact passerine with a short tail, not much longer than the wingtips, and a fairly long bill. Often seen foraging in leaves and twigs. Rather uniform in color, being olive-green above and yellow-green below with a grayish throat. Song is a distinctive, piercing “suweet suweet suweet suweet suweet!” that varies in length.'}}"
Lemon-bellied flyrobin,{}
Lemon-bellied white-eye,"{'Lemon-bellied White-eye': {'Order': 'Passeriformes', 'Family': 'Zosteropidae', 'Scientific Name': 'Zosterops chloris', 'Description': 'Bright yellowish white-eye with a disjunct island range; found from southwestern Borneo to southern Papua. Compare carefully with other local white-eyes. Favors open coastal forest, forest edge, scrubby areas, gardens, plantations, and towns; can be abundant on small islands. Song is a jumbled series of high-pitched notes; it is a common sound during early mornings and late evenings on islands. Calls include sharp descending cheeps and sparrow-like tweets.'}}"
Lemon-breasted canary,{}
Lemon-browed flycatcher,"{'Lemon-browed Flycatcher': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Conopias cinchoneti', 'Description': 'Medium-sized, relatively slender kiskadee-like flycatcher. Yellow below and olive-brown above. The obvious broad yellow eyebrow makes this species relatively straightforward to identify. Pairs are uncommon in the foothills and lower subtropical zone of the Andes from around 800–2,000 m. Often found perched in the canopy at the forest’s edge or in a clearing.'}}"
Lemon-chested greenlet,"{'Lemon-chested Greenlet': {'Order': 'Passeriformes', 'Family': 'Vireonidae', 'Scientific Name': 'Hylophilus thoracicus', 'Description': 'Small green vireo-like bird found in humid forests, flooded forests, and woodlands. Note the pale eyes contrasting with a yellow-green crown and upperparts, and a grayish face and throat. Also note the yellow breast and white belly. The subspecies from northwestern Amazonia has a green face and breast. The song is a repetition of “tchuwet” notes.'}}"
Lemon-rumped tanager,{}
Lemon-rumped warbler,"{'Lemon-rumped Warbler': {'Order': 'Passeriformes', 'Family': 'Phylloscopidae', 'Scientific Name': 'Phylloscopus chloronotus', 'Description': 'Small leaf warbler with many extremely similar relatives. Like other “Pallas’s-type” leaf warblers, has olive-yellow upperparts, pale underparts, prominent brow and crown stripes, double wingbars, and a pale rump. Unlike Ashy-throated and Buff-barred Warblers, lacks any white on outer tail edges. Pallas’s averages yellower-headed and brighter overall. Gansu and Chinese Leaf Warblers can be incredibly similar, but Lemon-rumped averages whiter-browed and yellower-bellied than the former, more contrastingly-marked on the head than the latter, and darker-billed than both. As with many other physically similar leaf warblers, best distinguished by voice and habitat. Breeds in coniferous and mixed forests at mid- to high-elevation forests, though may descend into foothills in the winter. Two song types are both highly distinctive; one is a buzzy, descending rattling trill and the other is a series of high-pitched clicking twitters. Call is a loud, strident pair of notes: “pse-tew!”'}}"
Lemon-spectacled tanager,"{'Lemon-spectacled Tanager': {'Order': 'Passeriformes', 'Family': 'Cardinalidae', 'Scientific Name': 'Chlorothraupis olivacea', 'Description': 'Chunky tanager, unlikely to be mistaken within limited range from eastern Panama to extreme northwest Ecuador. Mostly dull olive with brighter yellow throat and bold yellow spectacles. Note its stout bill. Sexes similar. Prefers the interior of humid lowland forest, up to around 400 m. Typically found in small groups or pairs in the understory to middle levels, often with mixed-species flocks. Often detected by its loud squeaky chatters.'}}"
Lemon-throated barbet,"{'Lemon-throated Barbet': {'Order': 'Piciformes', 'Family': 'Capitonidae', 'Scientific Name': 'Eubucco richardsoni', 'Description': 'Small, colorful barbet of lowland rainforest canopy. Plumage variable across its range: males are typically green-olive above and bright yellow below, with a crimson crown and sides of the face (but crimson replaced with black in northeastern Peru and adjacent northwestern Brazil) and variable amounts of orange on breast; females are similar but duller, often with more gray in the head. Usually found near water, around oxbow lakes, forest streams, and swampy forest; also found in secondary forest and forest edges. Frequently associates with mixed species flocks. Listen for its low, rolling song.'}}"
Lemon-throated leaf warbler,"{'Lemon-throated Leaf Warbler': {'Order': 'Passeriformes', 'Family': 'Phylloscopidae', 'Scientific Name': 'Phylloscopus cebuensis', 'Description': 'A small bird of forest and edge from the lowlands to middle elevations in the mountains. Olive-green on the back and golden-olive on the wings and tail, with a dark crown and eye-stripe. Has a pale belly, a lemon-yellow throat and eyebrow, and yellow under the base of the tail. Note the dark legs and bicolored bill, dark above and orange below. Similar to Philippine Leaf Warbler, but has a pale yellow throat. Differs from Arctic-type warblers in lacking any wingbars. Song consists of varied high-pitched whistles interspersed with staccato trills.'}}"
Lesser Antillean bullfinch,"{'Lesser Antillean Bullfinch': {'Order': 'Passeriformes', 'Family': 'Thraupidae', 'Scientific Name': 'Loxigilla noctis', 'Description': 'A tame and often conspicuous resident of thickets and tangles in a wide variety of habitats. Males are black with a red throat and vent, and females are buff and gray with rust on the wings and vent. The male is similar to the St. Lucia Black Finch, which has pale legs rather than black and lacks the Lesser Antillean Bullfinch’s red throat and vent. The female could be mistaken for a St. Lucia Black Finch or a female Black-faced Grassquit. The female black finch has a gray rather than brown crown and has pale (not dark) legs. Female grassquits are olive, not brown above and are smaller. The typical song is a series of three to seven “wheet” notes. Common calls include “chuk” and “tseet.”'}}"
Lesser Antillean flycatcher,"{'Lesser Antillean Flycatcher': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Myiarchus oberi', 'Description': 'An inconspicuous, relatively tame, medium-sized flycatcher of woodlands and tall scrub. Typically perches motionless below the canopy of the tree before sallying forth in pursuit of prey. Distinguished from similar species within its range by combination of gray chest, yellow belly, and rust-brown undertail. Often first detected by its plaintive, drawn out “pheee” or “pheeuuu” song. Also makes a variety of “pip” and rolling trill calls.'}}"
Lesser Antillean pewee,"{'Lesser Antillean Pewee': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Contopus latirostris', 'Description': 'A small drab flycatcher of woodlands including, at times, mangrove swamps. This species is dull brown above and yellow-buff to orange-buff below. Adults lack wingbars and eyering, but immatures have dull buff wingbars. The tertial edges are typically quite bright, forming narrow stripes on the posterior folded wing. The Caribbean Elaenia is passingly similar but has bold wingbars and a gray eyebrow. Vocalizations include a whistled “peee-oo” followed by a low whistled trill and “pee-ooooo,” with the first syllable a clear whistle and the second a low-whistled trill. Also, commonly utters a sharp “pee.”'}}"
Lesser Antillean saltator,"{'Lesser Antillean Saltator': {'Order': 'Passeriformes', 'Family': 'Thraupidae', 'Scientific Name': 'Saltator albicollis', 'Description': 'A small to medium-sized, olive-colored inhabitant of thickets, scrub, and other low dense habitats. A distinctive species with a stout black-and-yellow bill, a pale throat, and a pale eyebrow. No similar species occur within its range. Its song is a series of loud musical notes that rise and fall. Call notes include faint “tsi” and sharp “chink.”'}}"
Lesser Antillean swift,"{'Lesser Antillean Swift': {'Order': 'Caprimulgiformes', 'Family': 'Apodidae', 'Scientific Name': 'Chaetura martinica', 'Description': 'An aerial feeder that is typically found over highland forests in flocks of up to forty birds; sometimes feeds at lower altitudes, particularly during inclement weather. Its stubby dark-gray body and rapid, shallow wingbeats eliminates all swallows. Short-tailed Swift is similar, but has a gray vent and gray rump, which contrasts more markedly against its dark body than Lesser Antillean Swift. Very rarely found when not flying. Call is a high, sharp twitter.'}}"
Lesser Antillean tanager,"{'Lesser Antillean Tanager': {'Order': 'Passeriformes', 'Family': 'Thraupidae', 'Scientific Name': 'Stilpnia cucullata', 'Description': 'A brightly colored small woodland species often found in pairs or small flocks at fruiting trees. Note the dark partial hood and striking turquoise wings. No other species in its range shares these characters. Song consists of a series of high, thin notes followed by a high-pitched jumbled twitter.'}}"
Lesser adjutant,"{'Lesser Adjutant': {'Order': 'Ciconiiformes', 'Family': 'Ciconiidae', 'Scientific Name': 'Leptoptilos javanicus', 'Description': 'A large stork with a completely bare head and neck ideal for its scavenging habits. The adult’s face is red and the neck is yellow while the juvenile has a brownish head and a white, thinly-feathered neck. The upperparts are all dark while the underparts are mostly white. In flight, note the broad wings with distinctive white “armpits” and tucked in neck. Similar to the larger Greater Adjutant; Lesser has a more slender bill, has all-dark upperwings, and often adopts a more upright, less “hunched” posture. Often found in shallow marshes, fields, and swamps.'}}"
Lesser bird-of-paradise,"{'Lesser Bird-of-Paradise': {'Order': 'Passeriformes', 'Family': 'Paradisaeidae', 'Scientific Name': 'Paradisaea minor', 'Description': 'A large bird of lowland and foothill forest and edge. Both sexes have yellow back and yellow eye. Male has a chestnut breast and white and yellow plumes which he raises above his back during his display, in which he flaps his chestnut wings. The male is distinguished from Greater by his yellow back and Emperor by his brown chest. Females distinguished from other species by their white underparts and black hood. Male gives a typical, repeated, nasal squawk.'}}"
Lesser black-backed gull,"{'Lesser Black-backed Gull': {'Order': 'Charadriiformes', 'Family': 'Laridae', 'Scientific Name': 'Larus fuscus', 'Description': 'Slender, long-winged gull, slightly smaller than Herring Gull. Adults show dark gray back and yellow legs; in winter note fairly heavy streaking on head and neck. Takes four or five years to reach adult plumage; immatures can be difficult to distinguish from other gulls, especially Herring. On first- or second-year birds, look for contrastingly whitish head with dark smudge around the eye, long wings, dark bill, whitish rump and tail base, and evenly dark wings in flight. Can be found around any body of water but prefers beaches and flats. Often with flocks of other large gulls. Common in Eurasia, wintering to Africa and Southeast Asia. Population in North America has increased dramatically in the last couple decades; now regular (even fairly common!) on the Atlantic coast, rarer inland and farther west.'}}"
Lesser blue-eared starling,"{'Lesser Blue-eared Starling': {'Order': 'Passeriformes', 'Family': 'Sturnidae', 'Scientific Name': 'Lamprotornis chloropterus', 'Description': 'Beautiful, glossy green-and-purple starling. There is a stripe through the eye that sometimes looks black and sometimes deep purple. Juveniles in the northern part of the range have a brown head and underparts, while southern juveniles have distinctive rufous underparts. In the south, found in broadleaf woodland, mainly miombo. In the north, uses a variety of savanna, brush, and woodland habitats. The song is a complex, chattering series, and the call is a vibrant rising note, which is often incorporated into the song. Very similar to Greater Blue-eared Starling, but smaller and shorter-tailed, with a thinner stripe through the eye. Also similar to Cape Starling, but has a dark eye-stripe and a purple belly, and is usually found in different habitat.'}}"
Lesser coucal,"{'Lesser Coucal': {'Order': 'Cuculiformes', 'Family': 'Cuculidae', 'Scientific Name': 'Centropus bengalensis', 'Description': 'A dark, rather sturdy cuckoo of scrubby habitats, reedbeds, forest edge, and agricultural areas. Adults black with bright chestnut wings and fine silvery streaking on neck and shoulders. Immatures a grayish brown above, paler below, with dull chestnut wings and a brown-and-black barred tail. Similar to Greater Coucal but significantly smaller, with a dark (instead of red) eye and duller chestnut back and wings with silver streaks. Song is a distinctive series of sharp notes, with the crescendo cadence of a bouncing ball.'}}"
Lesser crested tern,"{'Lesser Crested Tern': {'Order': 'Charadriiformes', 'Family': 'Laridae', 'Scientific Name': 'Thalasseus bengalensis', 'Description': 'Elegant medium-sized tern with a slender yellow-orange bill and black crown. Can be confused with Great Crested Tern; note proportionally longer, more orangey bill on Lesser Crested. Also note gray upperwing, which separates it from Sandwich Tern. Gray rump and tail are diagnostic if seen well. On juveniles, note dull legs, secondaries with dark centers, and a weakly patterned upperwing. Strictly coastal, usually found on beaches and estuaries. Call a noisy “kerrrick.”'}}"
Lesser cuckoo,"{'Lesser Ground-Cuckoo': {'Order': 'Cuculiformes', 'Family': 'Cuculidae', 'Scientific Name': 'Morococcyx erythropygus', 'Description': 'Furtive and rarely seen, but loud song carries well and sounds like a referee’s whistle being blown faster and then slower. Inhabits brushy dry woodland in tropical lowlands, where most of the time it walks stealthily on the ground. When alarmed it usually freezes offering good views—if you are lucky. Note the boldly colored turquoise and yellow skin around the eye and the warm buffy or cinnamon-colored underparts.'}}"
Lesser cuckooshrike,"{'Lesser Cuckooshrike': {'Order': 'Passeriformes', 'Family': 'Campephagidae', 'Scientific Name': 'Lalage fimbriata', 'Description': 'Medium-sized gray bird (small for a cuckooshrike) with considerable geographic variation. Male averages darkest on the wings, throat, and breast, contrasting more heavily with the rest of the plumage than in the fairly uniform-looking male Indochinese Cuckooshrike. Female is pale gray with fine barring on the underparts. Undertail is black with white-tipped feathers concentrated at the end of the tail; does not appear as evenly graduated as in the larger Black-winged Cuckooshrike, and is less extensively white-tailed than Indochinese Cuckooshrike. Forages in the upper levels of forests and forest edge in lowland and hilly areas, often as part of mixed-species flocks. Song begins with a few clear tinkling notes, then transitions into a loud, insistent “jeh, jeh, jeh, jeh”.'}}"
Lesser elaenia,"{'Lesser Elaenia': {'Order': 'Passeriformes', 'Family': 'Tyrannidae', 'Scientific Name': 'Elaenia chiriquensis', 'Description': 'Confusing flycatcher, fairly small and nondescript. Like many other elaenias and flycatchers, brownish-olive above, pale gray on the throat, and pale yellow on the belly, with whitish wingbars. Only shows a slight crest and very little facial pattern. Usually seen in more open habitats like forest edge or second growth, singly or in pairs, sometimes following a mixed-species flock. Best identified by voice, which varies across range. Call is typically a single high-pitched “pseew”, sometimes buzzy and sometimes clear. Also gives a harsh stuttered song, varying from a short “chi-bur” to a longer series of notes.'}}"
Lesser fish eagle,"{'Lesser Fish-Eagle': {'Order': 'Accipitriformes', 'Family': 'Accipitridae', 'Scientific Name': 'Haliaeetus humilis', 'Description': 'Gray-brown eagle with piercing yellow eyes and an immaculate white belly. Juvenile paler and browner than adult, with weakly streaked underparts. Most easily separated from larger Gray-headed Fish-Eagle in flight: note Lesser’s “dirtier” tail with a less contrasting black band and more mottled underwings in adult; note overall paler underside patterning in juvenile. White belly also tends to have a more poorly-defined and jagged shape than the sharp “V” of Gray-headed. Favors faster-flowing foothill streams and rivers, but can also be found in lowland lakes and wetlands.'}}"
Lesser flamingo,"{'Lesser Flamingo': {'Order': 'Phoenicopteriformes', 'Family': 'Phoenicopteridae', 'Scientific Name': 'Phoeniconaias minor', 'Description': 'The smallest flamingo in the world with a long and very dark tricolored bill and red legs. Juvenile are gray brown and darker than Greater Flamingos. Found in inland alkaline lakes where gathers in huge flocks to breed and eat microscopic blue-green algae at a few widely-spaced colonies. Makes extensive movements in response to changing environmental conditions.'}}"
Lesser florican,"{'Lesser Florican': {'Order': 'Otidiformes', 'Family': 'Otididae', 'Scientific Name': 'Sypheotides indicus', 'Description': 'Small and gracile bustard of grasslands, scrubby fields, and select agricultural matrices. Male is striking: black with pale wings and a filamentous crest. Light brown female is less eye-catching, but her size and shape set her apart from other similar species. Difficult to detect in tall vegetation; male’s crazy courtship dance puts him in view during the breeding season.'}}"
Lesser frigatebird,"{'Lesser Frigatebird': {'Order': 'Suliformes', 'Family': 'Fregatidae', 'Scientific Name': 'Fregata ariel', 'Description': 'The smallest of the frigatebirds, but note that the female is larger than the male. Adults are easier to identify than younger birds. Adult males are almost entirely black with a red throat and white spurs emanating outwards from the body onto the wing. Adult females have a black belly and throat, a white breast and hind collar, with similar white spurs on their sides. Juvenile and immature plumages are variable and are best separated from other frigatebirds by size when comparison is possible. Mostly silent except while breeding in oceanic islands. Strongly pelagic during non-breeding season but wind-blown or fatigued birds can be found from continental coasts.'}}"
Lesser goldfinch,"{'Lesser Goldfinch': {'Order': 'Passeriformes', 'Family': 'Fringillidae', 'Scientific Name': 'Spinus psaltria', 'Description': 'Tiny yellowish finch. Blackish conical bill is stout, but sharply pointed. Long wings are black with one white wingbar and large white patch at the base of the primaries. Small head. Short notched tail. Adult males have either green or black (Texas to South America) back. Regularly visits feeders. Females similar to American Goldfinch; note bill shape and color, usually more yellowish undertail coverts, less distinct wingbars, and more obvious white patch at base of primaries.'}}"
Lesser grass finch,"{'Lesser Grass-Finch': {'Order': 'Passeriformes', 'Family': 'Thraupidae', 'Scientific Name': 'Emberizoides ypiranganus', 'Description': 'Large finch with a long spiky tail and strong yellow bill. It is yellow-brown above with dark lines running down the back and pale buff below with a gray face and a white throat. Differs from Wedge-tailed Grass-finch in having a white rather than buff throat. Usually found in marshes and humid grasslands. The song is a harsh “ch-ch-ch-ch.”'}}"
Lesser green leafbird,"{'Lesser Green Leafbird': {'Order': 'Passeriformes', 'Family': 'Chloropseidae', 'Scientific Name': 'Chloropsis cyanopogon', 'Description': 'Male and females are bright green overall, but the male has a black-and-blue throat while the female sometimes shows a slight yellow tinge to the throat. The Lesser Green Leafbird is very similar in appearance to the Greater Green Leafbird, but note that the male Lesser Green Leafbird has a smaller black mask and traces of yellow on the forehead. Lack of blue traces in the wings distinguishes this species from the otherwise similar Blue-winged and Bornean Leafbirds. Inhabits lowland primary and secondary broadleaf evergreen forests, as well as adjacent plantations and large parks. Joins mixed-species foraging flocks, usually in the canopy.'}}"
Lesser greenlet,"{'Lesser Greenlet': {'Order': 'Passeriformes', 'Family': 'Vireonidae', 'Scientific Name': 'Pachysylvia decurtata', 'Description': 'Small plain vireo of tropical forest and woodland in lowlands. Usually stays fairly high in trees and likely to be overlooked unless its rather tuneless, monotonously repeated song is learned. Identified by a combination its gray head (in Mexico and Central America) with a diffuse whitish eyering; whitish underparts with a yellowish wash on the sides; and plain olive upperparts. Head of birds from eastern Panama to South America is olive, with a whitish eyering.'}}"
Lesser grey shrike,{}
Lesser ground cuckoo,"{'Lesser Ground-Cuckoo': {'Order': 'Cuculiformes', 'Family': 'Cuculidae', 'Scientific Name': 'Morococcyx erythropygus', 'Description': 'Furtive and rarely seen, but loud song carries well and sounds like a referee’s whistle being blown faster and then slower. Inhabits brushy dry woodland in tropical lowlands, where most of the time it walks stealthily on the ground. When alarmed it usually freezes offering good views—if you are lucky. Note the boldly colored turquoise and yellow skin around the eye and the warm buffy or cinnamon-colored underparts.'}}"
Lesser ground robin,"{'Lesser Ground-Robin': {'Order': 'Passeriformes', 'Family': 'Petroicidae', 'Scientific Name': 'Amalocichla incerta', 'Description': 'A fairly small, long-legged bird of montane forest floor. Brown above with rufous edges to the flight feathers, buffy chest, white throat, and white spot behind the bill. Same general shape and habits as the Greater Ground-Robin, but Lesser occurs at lower elevations and is much smaller. Heard more often than seen. Song, a series of whistled notes, either rising, falling or the same pitch.'}}"
