Rodrigues starling,"{'Rodrigues Starling': {'Order': 'Passeriformes', 'Family': 'Sturnidae', 'Scientific Name': 'Necropsar rodericanus', 'Description': 'Extinct, last reported in 1750.'}}"
Rodrigues warbler,"{'Rodrigues Warbler': {'Order': 'Passeriformes', 'Family': 'Acrocephalidae', 'Scientific Name': 'Acrocephalus rodericanus', 'Description': 'A medium-sized yellowish-olive bird with a long tail that is often flipped up and down. Endemic to the remote island of Rodrigues. Found in secondary forest, scrub, and plantations. Feeds both in the undergrowth and up into the canopy. The cheerful song is a quick series of several musical warbling notes in an up-and-down pattern. The calls include “chek” notes and rattling scolds. There are no other warblers or otherwise similar species on Rodrigues, so identification is simple.'}}"
Roll's partridge,"{""Roll's Partridge"": {'Order': 'Galliformes', 'Family': 'Phasianidae', 'Scientific Name': 'Arborophila rolli', 'Description': 'Restricted to montane and foothill broadleaf forests between 500 and 2000 meters in the Batak Highlands of northern Sumatra. Forages in dense vegetation on the forest floor, often pairs, but also singly and in small groups. More easily heard than seen; listen for its song, a rapid and seemingly endless series of steadily rising hooting whistles. Pairs often duet. If seen, note the bright white cheek patch, black head, and black-and-brown-striped body; also note the bright red patch of bare skin around the eye, and curved black-and-white streaks running down the sides. Vocalizations and appearance similar to Sumatran Partridge, but separated by range and present species’ warm brown breast and more extensive white on the face.'}}"
Romblon hawk-owl,{}
Rondonia warbling antbird,"{'Rondonia Warbling-Antbird': {'Order': 'Passeriformes', 'Family': 'Thamnophilidae', 'Scientific Name': 'Hypocnemis ochrogyna', 'Description': 'A relatively small antbird. Males are heavily streaked black and white on the head and back with a lightly streaked breast, and rusty flanks and lower back. Females have a browner tinge to the head and back. Inhabits the understory of humid primary forest and old second growth, favoring tree fall gaps. Sometimes accompanies mixed-species flocks and regularly attends army-ant swarms. The song begins with a clear series of 4-6 notes and finishes with harsh notes.'}}"
Rondonia woodcreeper,{}
Rondônia bushbird,{}
Rook,"{'Rook': {'Order': 'Passeriformes', 'Family': 'Corvidae', 'Scientific Name': 'Corvus frugilegus', 'Description': 'Fairly common in farmland and other semiopen areas with hedges and groups of tall trees, where nests in rookeries. Forages on ground, usually in flocks, and associates readily with crows and jackdaws. Easily passed off as a crow unless you see the diagnostic pale patch at base of bill. Rook calls are higher pitched and less rolling than crow calls. Juvenile lacks pale bill base and is very similar to Carrion Crow, but bill a little more tapered; pale bill base develops late in first winter.'}}"
Roraiman antbird,"{'Roraiman Antbird': {'Order': 'Passeriformes', 'Family': 'Thamnophilidae', 'Scientific Name': 'Myrmelastes saturatus', 'Description': 'Dark bird of highland forest understory. Male is entirely dark gray except for bold white wing spots; female is brown above and rufous below with a gray face. Inhabits tall premontane forest, generally between 500–1800 m on tepui slopes, and is especially likely to be found in steep terrain and in areas with many large, mossy boulders. Usually found in pairs that forage for insects on or near the ground, probing into crevices and tossing aside leaves, much like others of genus; does not typically join mixed-species flocks. Song is a long series of sharp notes, swelling in volume and dropping in pitch at end. Very similar to Spot-winged Antbird of lowlands, which it replaces at higher elevations (no known overlap); best distinguished by voice and habitat.'}}"
Roraiman antwren,"{'Roraiman Antwren': {'Order': 'Passeriformes', 'Family': 'Thamnophilidae', 'Scientific Name': 'Herpsilochmus roraimae', 'Description': 'A common but inconspicuous bird of tepui forest canopy. Usually seen from below; note long shape accentuated by heavy bill and long tail. Male is gray above and white below, with a black crown, bold white eyebrow, wing spotting, and extensively white undertail. Females are similar to males but have more brown tones in plumage. Forages sluggishly in canopy of tepui foothill forest, searching for insects along branches and in leaf clusters. More common at lower elevations than many other tepui endemics (sometimes below 500 m). Usually in pairs and best detected by voice; often follows mixed-species flocks but also found away from them. Contact call is a rubbery smacking, often doubled and repeated in long series by members of a pair. Song is a hoarse, emphatic series of laughing notes, decelerating and dropping slightly in pitch. Similar to Spot-tailed and Todd’s antwrens (and may overlap with latter at lower elevations) but substantially larger, with bolder markings and more white in tail; song is similar to that of Todd’s but longer and hoarser.'}}"
